
   DEPT[M]  ROLL_(ATV)  TILT_(ATV)  AZIMUTH_(A
     80.2069     256.633     40.5333     351.333
     80.2169     256.667     40.5667     351.367
     80.2269     256.700     40.6000     351.400
     80.2369     256.767     40.6000     351.367
     80.2469     256.833     40.6000     351.333
     80.2569     256.900     40.6000     351.300
     80.2669     256.900     40.8000     351.350
     80.2769     256.900     41.0000     351.400
     80.2869     256.800     40.7667     351.267
     80.2969     256.700     40.5333     351.133
     80.3069     256.600     40.3000     351.000
     80.3169     256.700     40.4333     351.133
     80.3269     256.800     40.5667     351.267
     80.3369     256.900     40.7000     351.400
     80.3469     257.150     40.5500     351.250
     80.3569     257.400     40.4000     351.100
     80.3669     257.467     40.5000     351.267
     80.3769     257.533     40.6000     351.433
     80.3869     257.600     40.7000     351.600
     80.3969     257.533     40.7667     351.633
     80.4069     257.467     40.8333     351.667
     80.4169     257.400     40.9000     351.700
     80.4269     257.500     40.7000     351.700
     80.4369     257.600     40.5000     351.700
     80.4469     257.700     40.4333     351.667
     80.4569     257.800     40.3667     351.633
     80.4669     257.900     40.3000     351.600
     80.4769     257.933     40.4000     351.633
     80.4869     257.967     40.5000     351.667
     80.4969     258.000     40.6000     351.700
     80.5069     258.000     40.6333     351.800
     80.5169     258.000     40.6667     351.900
     80.5269     258.000     40.7000     352.000
     80.5369     257.733     40.6333     351.867
     80.5469     257.467     40.5667     351.733
     80.5569     257.200     40.5000     351.600
     80.5669     256.650     40.5000     351.450
     80.5769     256.100     40.5000     351.300
     80.5869     256.100     40.6000     351.433
     80.5969     256.100     40.7000     351.567
     80.6069     256.100     40.8000     351.700
     80.6169     256.067     40.7667     351.633
     80.6269     256.033     40.7333     351.567
     80.6369     256.000     40.7000     351.500
     80.6469     255.750     40.5500     351.400
     80.6569     255.500     40.4000     351.300
     80.6669     255.533     40.5333     351.333
     80.6769     255.567     40.6667     351.367
     80.6869     255.600     40.8000     351.400
     80.6969     255.800     40.8333     351.367
     80.7069     256.000     40.8667     351.333
     80.7169     256.200     40.9000     351.300
     80.7269     256.300     40.8000     351.300
     80.7369     256.400     40.7000     351.300
     80.7469     256.400     40.7333     351.367
     80.7569     256.400     40.7667     351.433
     80.7669     256.400     40.8000     351.500
     80.7769     256.300     40.7667     351.467
     80.7869     256.200     40.7333     351.433
     80.7969     256.100     40.7000     351.400
     80.8069     256.133     40.6667     351.400
     80.8169     256.167     40.6333     351.400
     80.8269     256.200     40.6000     351.400
     80.8369     256.250     40.7000     351.400
     80.8469     256.300     40.8000     351.400
     80.8569     256.133     40.7000     351.333
     80.8669     255.967     40.6000     351.267
     80.8769     255.800     40.5000     351.200
     80.8869     255.667     40.5333     351.267
     80.8969     255.533     40.5667     351.333
     80.9069     255.400     40.6000     351.400
     80.9169     255.300     40.6000     351.350
     80.9269     255.200     40.6000     351.300
     80.9369     255.300     40.5333     351.300
     80.9469     255.400     40.4667     351.300
     80.9569     255.500     40.4000     351.300
     80.9669     255.633     40.3667     351.233
     80.9769     255.767     40.3333     351.167
     80.9869     255.900     40.3000     351.100
     80.9969     256.000     40.4500     351.200
     81.0069     256.100     40.6000     351.300
     81.0169     256.300     40.4000     351.200
     81.0269     256.500     40.2000     351.100
     81.0369     256.533     40.2667     351.100
     81.0469     256.567     40.3333     351.100
     81.0569     256.600     40.4000     351.100
     81.0669     256.900     40.3000     351.100
     81.0769     257.200     40.2000     351.100
     81.0869     257.800     40.0000     351.100
     81.0969     258.000     40.3000     351.250
     81.1069     258.200     40.6000     351.400
     81.1169     258.500     40.4500     351.300
     81.1269     258.800     40.3000     351.200
     81.1369     258.850     40.2500     351.250
     81.1469     258.900     40.2000     351.300
     81.1569     258.950     40.4000     351.450
     81.1669     259.000     40.6000     351.600
     81.1769     259.100     40.3000     351.300
     81.1869     259.100     40.3000     351.350
     81.1969     259.100     40.3000     351.400
     81.2069     259.100     40.1000     351.200
     81.2169     259.150     40.1500     351.250
     81.2269     259.200     40.2000     351.300
     81.2369     259.600     40.6000     351.700
     81.2469     259.800     40.1000     351.200
     81.2569     259.950     40.2500     351.350
     81.2669     260.100     40.4000     351.500
     81.2769     260.300     40.3000     351.500
     81.2869     260.350     40.3500     351.450
     81.2969     260.400     40.4000     351.400
     81.3069     260.500     40.4000     351.300
     81.3169     261.000     40.0000     351.300
     81.3269     261.250     40.3000     351.450
     81.3369     261.500     40.6000     351.600
     81.3469     261.900     40.3000     351.300
     81.3569     262.050     40.1500     351.250
     81.3669     262.200     40.0000     351.200
     81.3769     262.300     40.5000     351.500
     81.3869     262.300     40.4000     351.400
     81.3969     262.200     40.2500     351.250
     81.4069     262.100     40.1000     351.100
     81.4169     262.000     40.2000     351.200
     81.4269     261.600     40.2000     351.100
     81.4369     261.300     40.0000     350.900
     81.4469     261.500     40.6000     351.300
     81.4569     261.300     40.3000     351.200
     81.4669     260.700     40.3000     351.000
     81.4769     260.300     40.3000     350.900
     81.4869     260.400     40.6000     351.300
     81.4969     260.600     40.4000     351.100
     81.5069     260.200     40.4000     351.100
     81.5169     259.700     40.5000     351.100
     81.5269     259.300     40.3000     351.000
     81.5369     259.100     40.6000     351.200
     81.5469     258.900     40.3000     351.000
     81.5569     258.800     40.3000     351.000
     81.5669     258.600     40.7000     351.200
     81.5769     258.400     40.4000     351.100
     81.5869     258.200     40.4000     351.100
     81.5969     257.900     40.6000     351.200
     81.6069     257.600     40.3000     351.100
     81.6169     257.400     40.6000     351.300
     81.6269     257.000     40.4000     351.200
     81.6369     256.400     40.4000     351.000
     81.6469     256.000     40.6000     351.200
     81.6569     255.800     40.4000     351.300
     81.6669     255.500     40.7000     351.300
     81.6769     255.500     40.4000     351.100
     81.6869     255.800     40.5000     351.300
     81.6969     255.700     40.6000     351.400
     81.7069     255.700     40.5000     351.300
     81.7169     255.900     40.5000     351.400
     81.7269     255.900     40.4000     351.200
     81.7369     255.800     40.6000     351.300
     81.7469     256.100     40.4000     351.200
     81.7569     256.400     40.6000     351.300
     81.7669     256.400     40.5000     351.300
     81.7769     256.300     40.5000     351.300
     81.7869     256.100     40.6000     351.400
     81.7969     256.000     40.7000     351.500
     81.8069     255.900     40.3000     351.300
     81.8169     255.800     40.4000     351.300
     81.8269     255.600     40.6000     351.500
     81.8369     255.400     40.5000     351.300
     81.8469     255.400     40.6000     351.500
     81.8569     255.500     40.5000     351.500
